Lateral(mm),Vertical(mm),Raw(µm)
38.05836868,50,NaN
38.0682106,50,NaN
38.07805634,50,NaN
38.08790207,50,NaN
38.09774399,50,NaN
38.10758972,50,NaN
38.11743546,50,NaN
38.12727737,50,NaN
38.13712311,50,NaN
38.14696884,50,NaN
38.15681076,50,NaN
38.16665649,50,NaN
38.17649841,50,NaN
38.18634415,50,NaN
38.19618988,50,NaN
38.2060318,50,NaN
38.21587753,50,20.45725339
38.22572327,50,NaN
38.23556519,50,NaN
38.24541092,50,NaN
38.25525665,50,NaN
38.26509857,50,NaN
38.27494431,50,NaN
38.28479004,50,NaN
38.29463196,50,NaN
38.30447769,50,NaN
38.31431961,50,NaN
38.32416534,50,NaN
38.33401108,50,NaN
38.343853,50,NaN
38.35369873,50,NaN
38.36354446,50,NaN
38.37338638,50,NaN
38.38323212,50,NaN
38.39307785,50,NaN
38.40291977,50,NaN
38.4127655,50,NaN
38.42261124,50,NaN
38.43245316,50,NaN
38.44229889,50,NaN
38.45214081,50,NaN
38.46198654,50,NaN
38.47183228,50,NaN
38.48167419,50,NaN
38.49151993,50,NaN
38.50136566,50,NaN
38.51120758,50,NaN
38.52105331,50,NaN
38.53089905,50,NaN
38.54074097,50,NaN
38.5505867,50,NaN
38.56043243,50,NaN
38.57027435,50,NaN
38.58012009,50,NaN
38.58996582,50,NaN
38.59980774,50,NaN
38.60965347,50,NaN
38.61949539,50,NaN
38.62934113,50,NaN
38.63918686,50,NaN
38.64902878,50,NaN
38.65887451,50,NaN
38.66872025,50,NaN
38.67856216,50,NaN
38.6884079,50,NaN
38.69825363,50,NaN
38.70809555,50,NaN
38.71794128,50,NaN
38.72778702,50,NaN
38.73762894,50,NaN
38.74747467,50,NaN
38.75731659,50,NaN
38.76716232,50,NaN
38.77700806,50,NaN
38.78684998,50,NaN
38.79669571,50,NaN
38.80654144,50,NaN
38.81638336,50,NaN
38.8262291,50,NaN
38.83607483,50,NaN
38.84591675,50,NaN
38.85576248,50,NaN
38.86560822,50,NaN
38.87545013,50,NaN
38.88529587,50,NaN
38.8951416,50,NaN
38.90498352,50,NaN
38.91482925,50,NaN
38.92467117,50,NaN
38.93451691,50,NaN
38.94436264,50,NaN
38.95420456,50,NaN
38.96405029,50,NaN
38.97389603,50,NaN
38.98373795,50,NaN
38.99358368,50,NaN
39.00342941,50,NaN
39.01327133,50,NaN
39.02311707,50,NaN
39.0329628,50,NaN
39.04280472,50,NaN
39.05265045,50,NaN
39.06249237,50,NaN
39.0723381,50,NaN
39.08218384,50,NaN
39.09202576,50,NaN
39.10187149,50,NaN
39.11171722,50,NaN
39.12155914,50,NaN
39.13140488,50,NaN
39.14125061,50,NaN
39.15109253,50,NaN
39.16093826,50,NaN
39.170784,50,NaN
39.18062592,50,NaN
39.19047165,50,NaN
39.20031357,50,NaN
39.2101593,50,NaN
39.22000504,50,NaN
39.22984695,50,NaN
39.23969269,50,NaN
39.24953842,50,NaN
39.25938034,50,NaN
39.26922607,50,NaN
39.27907181,50,NaN
39.28891373,50,NaN
39.29875946,50,NaN
39.30860519,50,NaN
39.31844711,50,NaN
39.32829285,50,NaN
39.33813858,50,NaN
39.3479805,50,NaN
39.35782623,50,NaN
39.36766815,50,NaN
39.37751389,50,NaN
39.38735962,50,NaN
39.39720154,50,NaN
39.40704727,50,NaN
39.41689301,50,NaN
39.42673492,50,NaN
39.43658066,50,NaN
39.44642639,50,NaN
39.45626831,50,NaN
39.46611404,50,NaN
39.47595978,50,NaN
39.4858017,50,NaN
39.49564743,50,NaN
39.50548935,50,NaN
39.51533508,50,NaN
39.52518082,50,NaN
39.53502274,50,NaN
39.54486847,50,NaN
39.5547142,50,NaN
39.56455612,50,NaN
39.57440186,50,NaN
39.58424759,50,NaN
39.59408951,50,NaN
39.60393524,50,NaN
39.61378098,50,NaN
39.62362289,50,NaN
39.63346863,50,NaN
39.64331436,50,NaN
39.65315628,50,NaN
39.66300201,50,NaN
39.67284393,50,NaN
39.68268967,50,NaN
39.6925354,50,NaN
39.70237732,50,NaN
39.71222305,50,NaN
39.72206879,50,NaN
39.73191071,50,NaN
39.74175644,50,NaN
39.75160217,50,NaN
39.76144409,50,NaN
39.77128983,50,NaN
39.78113556,50,NaN
39.79097748,50,NaN
39.80082321,50,NaN
39.81066513,50,NaN
39.82051086,50,NaN
39.8303566,50,NaN
39.84019852,50,NaN
39.85004425,50,NaN
39.85988998,50,NaN
39.8697319,50,NaN
39.87957764,50,NaN
39.88942337,50,NaN
39.89926529,50,NaN
39.90911102,50,NaN
39.91895676,50,NaN
39.92879868,50,NaN
39.93864441,50,NaN
39.94848633,50,NaN
39.95833206,50,NaN
39.9681778,50,NaN
39.97801971,50,NaN
39.98786545,50,NaN
39.99771118,50,NaN
40.0075531,50,NaN
40.01739883,50,NaN
40.02724457,50,NaN
40.03708649,50,NaN
40.04693222,50,NaN
40.05677795,50,NaN
40.06661987,50,NaN
40.07646561,50,NaN
40.08631134,50,NaN
40.09615326,50,NaN
40.10599899,50,NaN
40.11584091,50,NaN
40.12568665,50,NaN
40.13553238,50,NaN
40.1453743,50,NaN
40.15522003,50,NaN
40.16506577,50,NaN
40.17490768,50,NaN
40.18475342,50,NaN
40.19459915,50,NaN
40.20444107,50,NaN
40.2142868,50,NaN
40.22413254,50,NaN
40.23397446,50,NaN
40.24382019,50,NaN
40.25366211,50,NaN
40.26350784,50,NaN
40.27335358,50,NaN
40.2831955,50,NaN
40.29304123,50,NaN
40.30288696,50,NaN
40.31272888,50,NaN
40.32257462,50,NaN
40.33242035,50,NaN
40.34226227,50,NaN
40.352108,50,NaN
40.36195374,50,NaN
40.37179565,50,NaN
40.38164139,50,NaN
40.39148712,50,NaN
40.40132904,50,NaN
40.41117477,50,NaN
40.42101669,50,NaN
40.43086243,50,NaN
40.44070816,50,NaN
40.45055008,50,NaN
40.46039581,50,NaN
40.47024155,50,NaN
40.48008347,50,NaN
40.4899292,50,NaN
40.49977493,50,NaN
40.50961685,50,NaN
40.51946259,50,NaN
40.52930832,50,NaN
40.53915024,50,NaN
40.54899597,50,NaN
40.55883789,50,NaN
40.56868362,50,NaN
40.57852936,50,NaN
40.58837128,50,NaN
40.59821701,50,NaN
40.60806274,50,NaN
40.61790466,50,NaN
40.6277504,50,NaN
40.63759613,50,NaN
40.64743805,50,NaN
40.65728378,50,NaN
40.66712952,50,NaN
40.67697144,50,NaN
40.68681717,50,NaN
40.6966629,50,NaN
40.70650482,50,NaN
40.71635056,50,NaN
40.72619247,50,NaN
40.73603821,50,NaN
40.74588394,50,NaN
40.75572586,50,NaN
40.76557159,50,NaN
40.77541733,50,NaN
40.78525925,50,NaN
40.79510498,50,NaN
40.80495071,50,NaN
40.81479263,50,NaN
40.82463837,50,NaN
40.8344841,50,NaN
40.84432602,50,NaN
40.85417175,50,NaN
40.86401367,50,NaN
40.87385941,50,NaN
40.88370514,50,NaN
40.89354706,50,NaN
40.90339279,50,NaN
40.91323853,50,NaN
40.92308044,50,NaN
40.93292618,50,NaN
40.94277191,50,NaN
40.95261383,50,NaN
40.96245956,50,NaN
40.9723053,50,NaN
40.98214722,50,NaN
40.99199295,50,NaN
41.00183487,50,NaN
41.0116806,50,NaN
41.02152634,50,NaN
41.03136826,50,NaN
41.04121399,50,NaN
41.05105972,50,NaN
41.06090164,50,NaN
41.07074738,50,NaN
41.08059311,50,NaN
41.09043503,50,NaN
41.10028076,50,NaN
41.1101265,50,NaN
41.11996841,50,NaN
41.12981415,50,NaN
41.13965988,50,NaN
41.1495018,50,NaN
41.15934753,50,NaN
41.16918945,50,NaN
41.17903519,50,NaN
41.18888092,50,NaN
41.19872284,50,NaN
41.20856857,50,NaN
41.21841431,50,NaN
41.22825623,50,NaN
41.23810196,50,NaN
41.24794769,50,NaN
41.25778961,50,NaN
41.26763535,50,NaN
41.27748108,50,NaN
41.287323,50,NaN
41.29716873,50,NaN
41.30701065,50,NaN
41.31685638,50,NaN
41.32670212,50,NaN
41.33654404,50,NaN
41.34638977,50,NaN
41.3562355,50,NaN
41.36607742,50,NaN
41.37592316,50,NaN
41.38576889,50,NaN
41.39561081,50,NaN
41.40545654,50,NaN
41.41530228,50,NaN
41.4251442,50,NaN
41.43498993,50,NaN
41.44483566,50,NaN
41.45467758,50,NaN
41.46452332,50,NaN
41.47436523,50,NaN
41.48421097,50,NaN
41.4940567,50,NaN
41.50389862,50,NaN
41.51374435,50,NaN
41.52359009,50,NaN
41.53343201,50,NaN
41.54327774,50,NaN
41.55312347,50,NaN
41.56296539,50,NaN
41.57281113,50,NaN
41.58265686,50,NaN
41.59249878,50,NaN
41.60234451,50,NaN
41.61218643,50,NaN
41.62203217,50,NaN
41.6318779,50,NaN
41.64171982,50,NaN
41.65156555,50,NaN
41.66141129,50,NaN
41.6712532,50,NaN
41.68109894,50,NaN
41.69094467,50,NaN
41.70078659,50,NaN
41.71063232,50,NaN
41.72047806,50,NaN
41.73031998,50,NaN
41.74016571,50,NaN
41.75000763,50,NaN
41.75985336,50,NaN
41.7696991,50,NaN
41.77954102,50,NaN
41.78938675,50,NaN
41.79923248,50,NaN
41.8090744,50,NaN
41.81892014,50,NaN
41.82876587,50,NaN
41.83860779,50,NaN
41.84845352,50,NaN
41.85829926,50,NaN
41.86814117,50,NaN
41.87798691,50,NaN
41.88783264,50,NaN
41.89767456,50,NaN
41.90752029,50,NaN
41.91736221,50,NaN
41.92720795,50,NaN
41.93705368,50,NaN
41.9468956,50,NaN
41.95674133,50,NaN
41.96658707,50,NaN
41.97642899,50,NaN
41.98627472,50,NaN
41.99612045,50,NaN
42.00596237,50,NaN
42.01580811,50,NaN
42.02565384,50,NaN
42.03549576,50,NaN
42.04534149,50,NaN
42.05518341,50,NaN
42.06502914,50,NaN
42.07487488,50,NaN
42.0847168,50,NaN
42.09456253,50,NaN
42.10440826,50,NaN
42.11425018,50,NaN
42.12409592,50,NaN
42.13394165,50,NaN
42.14378357,50,NaN
42.1536293,50,NaN
42.16347504,50,NaN
42.17331696,50,NaN
42.18316269,50,NaN
42.19300842,50,NaN
42.20285034,50,NaN
42.21269608,50,NaN
42.22253799,50,NaN
42.23238373,50,NaN
42.24222946,50,NaN
42.25207138,50,NaN
42.26191711,50,NaN
42.27176285,50,NaN
42.28160477,50,NaN
42.2914505,50,NaN
42.30129623,50,NaN
42.31113815,50,NaN
42.32098389,50,NaN
42.33082962,50,NaN
42.34067154,50,NaN
42.35051727,50,NaN
42.36035919,50,NaN
42.37020493,50,NaN
42.38005066,50,NaN
42.38989258,50,NaN
42.39973831,50,NaN
42.40958405,50,NaN
42.41942596,50,NaN
42.4292717,50,NaN
42.43911743,50,NaN
42.44895935,50,NaN
42.45880508,50,NaN
42.46865082,50,NaN
42.47849274,50,NaN
42.48833847,50,NaN
42.49818039,50,NaN
42.50802612,50,NaN
42.51787186,50,NaN
42.52771378,50,NaN
42.53755951,50,NaN
42.54740524,50,NaN
42.55724716,50,NaN
42.5670929,50,NaN
42.57693863,50,NaN
42.58678055,50,NaN
42.59662628,50,NaN
42.60647202,50,NaN
42.61631393,50,NaN
42.62615967,50,NaN
42.6360054,50,NaN
42.64584732,50,NaN
42.65569305,50,NaN
42.66553497,50,NaN
42.67538071,50,NaN
42.68522644,50,NaN
42.69506836,50,NaN
42.70491409,50,NaN
42.71475983,50,NaN
42.72460175,50,NaN
42.73444748,50,NaN
42.74429321,50,NaN
42.75413513,50,NaN
42.76398087,50,NaN
42.7738266,50,NaN
42.78366852,50,NaN
42.79351425,50,NaN
42.80335617,50,NaN
42.8132019,50,NaN
42.82304764,50,NaN
42.83288956,50,NaN
42.84273529,50,NaN
42.85258102,50,NaN
42.86242294,50,NaN
42.87226868,50,NaN
42.88211441,50,NaN
42.89195633,50,NaN
42.90180206,50,NaN
42.9116478,50,NaN
42.92148972,50,NaN
42.93133545,50,NaN
42.94118118,50,NaN
42.9510231,50,NaN
42.96086884,50,NaN
42.97071075,50,NaN
42.98055649,50,NaN
42.99040222,50,NaN
43.00024414,50,NaN
43.01008987,50,NaN
43.01993561,50,NaN
43.02977753,50,NaN
43.03962326,50,NaN
43.04946899,50,NaN
43.05931091,50,NaN
43.06915665,50,NaN
43.07900238,50,NaN
43.0888443,50,NaN
43.09869003,50,NaN
43.10853195,50,NaN
43.11837769,50,NaN
43.12822342,50,NaN
43.13806534,50,NaN
43.14791107,50,NaN
43.15775681,50,NaN
43.16759872,50,NaN
43.17744446,50,NaN
43.18729019,50,NaN
43.19713211,50,NaN
43.20697784,50,NaN
43.21682358,50,NaN
43.2266655,50,NaN
43.23651123,50,NaN
43.24635315,50,NaN
43.25619888,50,NaN
43.26604462,50,NaN
43.27588654,50,NaN
43.28573227,50,NaN
43.295578,50,NaN
43.30541992,50,NaN
43.31526566,50,NaN
43.32511139,50,NaN
43.33495331,50,NaN
43.34479904,50,NaN
43.35464478,50,NaN
43.36448669,50,NaN
43.37433243,50,NaN
43.38417816,50,NaN
43.39402008,50,NaN
43.40386581,50,NaN
43.41370773,50,NaN
43.42355347,50,NaN
43.4333992,50,NaN
43.44324112,50,NaN
43.45308685,50,NaN
43.46293259,50,NaN
43.47277451,50,NaN
43.48262024,50,NaN
43.49246597,50,NaN
43.50230789,50,NaN
43.51215363,50,NaN
43.52199936,50,NaN
43.53184128,50,NaN
43.54168701,50,NaN
43.55152893,50,NaN
43.56137466,50,NaN
43.5712204,50,NaN
43.58106232,50,NaN
43.59090805,50,NaN
43.60075378,50,NaN
43.6105957,50,NaN
43.62044144,50,NaN
43.63028717,50,NaN
43.64012909,50,NaN
43.64997482,50,NaN
43.65982056,50,NaN
43.66966248,50,NaN
43.67950821,50,NaN
43.68935394,50,NaN
43.69919586,50,NaN
43.7090416,50,NaN
43.71888351,50,NaN
43.72872925,50,NaN
43.73857498,50,NaN
43.7484169,50,NaN
43.75826263,50,NaN
43.76810837,50,NaN
43.77795029,50,NaN
43.78779602,50,NaN
43.79764175,50,NaN
43.80748367,50,NaN
43.81732941,50,NaN
43.82717514,50,NaN
43.83701706,50,NaN
43.84686279,50,NaN
43.85670471,50,NaN
43.86655045,50,NaN
43.87639618,50,NaN
43.8862381,50,NaN
43.89608383,50,NaN
43.90592957,50,NaN
43.91577148,50,NaN
43.92561722,50,NaN
43.93546295,50,NaN
43.94530487,50,NaN
43.9551506,50,NaN
43.96499634,50,NaN
43.97483826,50,NaN
43.98468399,50,NaN
43.99452972,50,NaN
44.00437164,50,NaN
44.01421738,50,NaN
44.0240593,50,NaN
44.03390503,50,NaN
44.04375076,50,NaN
44.05359268,50,NaN
44.06343842,50,NaN
44.07328415,50,NaN
44.08312607,50,NaN
44.0929718,50,NaN
44.10281754,50,NaN
44.11265945,50,NaN
44.12250519,50,NaN
44.13235092,50,NaN
44.14219284,50,NaN
44.15203857,50,NaN
44.16188049,50,NaN
44.17172623,50,NaN
44.18157196,50,NaN
44.19141388,50,NaN
44.20125961,50,NaN
44.21110535,50,NaN
44.22094727,50,NaN
44.230793,50,NaN
44.24063873,50,NaN
44.25048065,50,NaN
44.26032639,50,NaN
44.27017212,50,NaN
44.28001404,50,NaN
44.28985977,50,NaN
44.29970169,50,NaN
44.30954742,50,NaN
44.31939316,50,NaN
44.32923508,50,NaN
44.33908081,50,NaN
44.34892654,50,NaN
44.35876846,50,NaN
44.3686142,50,NaN
44.37845993,50,NaN
44.38830185,50,NaN
44.39814758,50,NaN
44.40799332,50,NaN
44.41783524,50,NaN
44.42768097,50,NaN
44.4375267,50,NaN
44.44736862,50,NaN
44.45721436,50,NaN
44.46705627,50,NaN
44.47690201,50,NaN
44.48674774,50,NaN
44.49658966,50,NaN
44.50643539,50,NaN
44.51628113,50,NaN
44.52612305,50,NaN
44.53596878,50,NaN
44.54581451,50,NaN
44.55565643,50,NaN
44.56550217,50,NaN
44.5753479,50,NaN
44.58518982,50,NaN
44.59503555,50,NaN
44.60487747,50,NaN
44.61472321,50,NaN
44.62456894,50,NaN
44.63441086,50,NaN
44.64425659,50,NaN
44.65410233,50,NaN
44.66394424,50,NaN
44.67378998,50,NaN
44.68363571,50,NaN
44.69347763,50,NaN
44.70332336,50,NaN
44.7131691,50,NaN
44.72301102,50,NaN
44.73285675,50,NaN
44.74270248,50,NaN
44.7525444,50,NaN
44.76239014,50,NaN
44.77223206,50,NaN
44.78207779,50,NaN
44.79192352,50,NaN
44.80176544,50,NaN
44.81161118,50,NaN
44.82145691,50,NaN
44.83129883,50,NaN
44.84114456,50,NaN
44.8509903,50,NaN
44.86083221,50,NaN
44.87067795,50,NaN
44.88052368,50,NaN
44.8903656,50,NaN
44.90021133,50,NaN
44.91005325,50,NaN
44.91989899,50,NaN
44.92974472,50,NaN
44.93958664,50,NaN
44.94943237,50,NaN
44.95927811,50,NaN
44.96912003,50,NaN
44.97896576,50,NaN
44.98881149,50,NaN
44.99865341,50,NaN
45.00849915,50,NaN
45.01834488,50,NaN
45.0281868,50,NaN
45.03803253,50,NaN
45.04787445,50,NaN
45.05772018,50,NaN
45.06756592,50,NaN
45.07740784,50,NaN
45.08725357,50,NaN
45.0970993,50,NaN
45.10694122,50,NaN
45.11678696,50,NaN
45.12663269,50,NaN
45.13647461,50,NaN
45.14632034,50,NaN
45.15616608,50,NaN
45.166008,50,NaN
45.17585373,50,NaN
45.18569946,50,NaN
45.19554138,50,NaN
45.20538712,50,NaN
45.21522903,50,NaN
45.22507477,50,NaN
45.2349205,50,NaN
45.24476242,50,NaN
45.25460815,50,NaN
45.26445389,50,NaN
45.27429581,50,NaN
45.28414154,50,NaN
45.29398727,50,NaN
45.30382919,50,NaN
45.31367493,50,NaN
45.32352066,50,NaN
45.33336258,50,NaN
45.34320831,50,NaN
45.35305023,50,NaN
45.36289597,50,NaN
45.3727417,50,NaN
45.38258362,50,NaN
45.39242935,50,NaN
45.40227509,50,NaN
45.412117,50,NaN
45.42196274,50,NaN
45.43180847,50,NaN
45.44165039,50,NaN
45.45149612,50,NaN
45.46134186,50,NaN
45.47118378,50,NaN
45.48102951,50,NaN
45.49087524,50,NaN
45.50071716,50,NaN
45.5105629,50,NaN
45.52040482,50,NaN
45.53025055,50,NaN
45.54009628,50,NaN
45.5499382,50,NaN
45.55978394,50,NaN
45.56962967,50,NaN
45.57947159,50,NaN
45.58931732,50,NaN
45.59916306,50,NaN
45.60900497,50,NaN
45.61885071,50,NaN
45.62869644,50,NaN
45.63853836,50,NaN
45.64838409,50,NaN
45.65822601,50,NaN
45.66807175,50,NaN
45.67791748,50,NaN
45.6877594,50,NaN
45.69760513,50,NaN
45.70745087,50,NaN
45.71729279,50,NaN
45.72713852,50,NaN
45.73698425,50,NaN
45.74682617,50,NaN
45.75667191,50,NaN
45.76651764,50,NaN
45.77635956,50,NaN
45.78620529,50,NaN
45.79604721,50,NaN
45.80589294,50,NaN
45.81573868,50,NaN
45.8255806,50,NaN
45.83542633,50,NaN
45.84527206,50,NaN
45.85511398,50,NaN
45.86495972,50,NaN
45.87480545,50,NaN
45.88464737,50,NaN
45.8944931,50,NaN
45.90433884,50,NaN
45.91418076,50,NaN
45.92402649,50,NaN
45.93387222,50,NaN
45.94371414,50,NaN
45.95355988,50,NaN
45.96340179,50,NaN
45.97324753,50,NaN
45.98309326,50,NaN
45.99293518,50,NaN
46.00278091,50,NaN
46.01262665,50,NaN
46.02246857,50,NaN
46.0323143,50,NaN
46.04216003,50,NaN
46.05200195,50,NaN
46.06184769,50,NaN
46.07169342,50,NaN
46.08153534,50,NaN
46.09138107,50,NaN
46.10122299,50,NaN
46.11106873,50,NaN
46.12091446,50,NaN
46.13075638,50,NaN
46.14060211,50,NaN
46.15044785,50,NaN
46.16028976,50,NaN
46.1701355,50,NaN
46.17998123,50,NaN
46.18982315,50,NaN
46.19966888,50,NaN
46.20951462,50,NaN
46.21935654,50,NaN
46.22920227,50,NaN
46.239048,50,NaN
46.24888992,50,NaN
46.25873566,50,NaN
46.26857758,50,NaN
46.27842331,50,NaN
46.28826904,50,NaN
46.29811096,50,NaN
46.3079567,50,NaN
46.31780243,50,NaN
46.32764435,50,NaN
46.33749008,50,NaN
46.34733582,50,NaN
46.35717773,50,NaN
46.36702347,50,NaN
46.3768692,50,NaN
46.38671112,50,NaN
46.39655685,50,NaN
46.40639877,50,NaN
46.41624451,50,NaN
46.42609024,50,NaN
46.43593216,50,NaN
46.44577789,50,NaN
46.45562363,50,NaN
46.46546555,50,NaN
46.47531128,50,NaN
46.48515701,50,NaN
46.49499893,50,NaN
46.50484467,50,NaN
46.5146904,50,NaN
46.52453232,50,NaN
46.53437805,50,NaN
46.54421997,50,NaN
46.5540657,50,NaN
46.56391144,50,NaN
46.57375336,50,NaN
46.58359909,50,NaN
46.59344482,50,NaN
46.60328674,50,NaN
46.61313248,50,NaN
46.62297821,50,NaN
46.63282013,50,NaN
46.64266586,50,NaN
46.6525116,50,NaN
46.66235352,50,NaN
46.67219925,50,NaN
46.68204498,50,NaN
46.6918869,50,NaN
46.70173264,50,NaN
46.71157455,50,NaN
46.72142029,50,NaN
46.73126602,50,NaN
46.74110794,50,NaN
46.75095367,50,NaN
46.76079941,50,NaN
46.77064133,50,NaN
46.78048706,50,NaN
46.79033279,50,NaN
46.80017471,50,NaN
46.81002045,50,NaN
46.81986618,50,NaN
46.8297081,50,NaN
46.83955383,50,NaN
46.84939575,50,NaN
46.85924149,50,NaN
46.86908722,50,NaN
46.87892914,50,NaN
46.88877487,50,NaN
46.89862061,50,NaN
46.90846252,50,NaN
46.91830826,50,NaN
46.92815399,50,NaN
46.93799591,50,NaN
46.94784164,50,NaN
46.95768738,50,NaN
46.9675293,50,NaN
46.97737503,50,NaN
46.98722076,50,NaN
46.99706268,50,NaN
47.00690842,50,NaN
47.01675034,50,NaN
47.02659607,50,NaN
47.0364418,50,NaN
47.04628372,50,NaN
47.05612946,50,NaN
47.06597519,50,NaN
47.07581711,50,NaN
47.08566284,50,NaN
47.09550858,50,NaN
47.10535049,50,NaN
47.11519623,50,NaN
47.12504196,50,NaN
47.13488388,50,NaN
47.14472961,50,NaN
47.15457153,50,NaN
47.16441727,50,NaN
47.174263,50,NaN
47.18410492,50,NaN
47.19395065,50,NaN
47.20379639,50,NaN
47.21363831,50,NaN
47.22348404,50,NaN
47.23332977,50,NaN
47.24317169,50,NaN
47.25301743,50,NaN
47.26286316,50,NaN
47.27270508,50,NaN
47.28255081,50,NaN
47.29239655,50,NaN
47.30223846,50,NaN
47.3120842,50,NaN
47.32192612,50,NaN
47.33177185,50,NaN
47.34161758,50,NaN
47.3514595,50,NaN
47.36130524,50,NaN
47.37115097,50,NaN
47.38099289,50,NaN
47.39083862,50,NaN
47.40068436,50,NaN
47.41052628,50,NaN
47.42037201,50,NaN
47.43021774,50,NaN
47.44005966,50,NaN
47.4499054,50,NaN
47.45974731,50,NaN
47.46959305,50,NaN
47.47943878,50,NaN
47.4892807,50,186.2940724
47.49912643,50,186.387231
47.50897217,50,NaN
47.51881409,50,NaN
47.52865982,50,NaN
47.53850555,50,187.2166696
47.54834747,50,187.2159864
47.55819321,50,187.151121
47.56803894,50,187.2387469
47.57788086,50,187.4346158
47.58772659,50,187.3782705
47.59756851,50,187.6904872
47.60741425,50,187.7125109
47.61725998,50,187.6629174
47.6271019,50,187.6520663
47.63694763,50,187.6351198
47.64679337,50,187.6048172
47.65663528,50,187.6416305
47.66648102,50,187.7202942
47.67632675,50,NaN
47.68616867,50,187.8702134
47.6960144,50,187.9645911
47.70586014,50,188.0878782
47.71570206,50,188.1849084
47.72554779,50,188.2825013
47.73539352,50,188.4558776
47.74523544,50,188.4726231
47.75508118,50,NaN
47.7649231,50,188.7618783
47.77476883,50,188.6876087
47.78461456,50,188.8155979
47.79445648,50,NaN
47.80430222,50,189.2334319
47.81414795,50,189.2917063
47.82398987,50,NaN
47.8338356,50,189.7232582
47.84368134,50,189.9039891
47.85352325,50,190.182889
47.86336899,50,190.2321342
47.87321472,50,190.181335
47.88305664,50,190.2126826
47.89290237,50,190.3980889
47.90274429,50,190.6350713
47.91259003,50,190.737862
47.92243576,50,190.8244966
47.93227768,50,190.6980746
47.94212341,50,190.8931933
47.95196915,50,191.3441432
47.96181107,50,191.1499087
47.9716568,50,191.1805597
47.98150253,50,191.1162033
47.99134445,50,190.9946979
48.00119019,50,191.0332662
48.01103592,50,191.1126667
48.02087784,50,191.0402055
48.03072357,50,NaN
48.04056931,50,NaN
48.05041122,50,191.2335425
48.06025696,50,NaN
48.07009888,50,191.9546176
48.07994461,50,191.9973119
48.08979034,50,NaN
48.09963226,50,192.2849864
48.109478,50,192.1395282
48.11932373,50,192.1213761
48.12916565,50,192.0900017
48.13901138,50,191.9805262
48.14885712,50,NaN
48.15869904,50,NaN
48.16854477,50,193.0034492
48.1783905,50,193.2957052
48.18823242,50,193.3513539
48.19807816,50,193.4117717
48.20792007,50,193.3550513
48.21776581,50,193.2657776
48.22761154,50,193.1536229
48.23745346,50,192.9874539
48.24729919,50,193.542735
48.25714493,50,193.7637221
48.26698685,50,193.7423549
48.27683258,50,193.6477896
48.28667831,50,NaN
48.29652023,50,NaN
48.30636597,50,194.5202039
48.3162117,50,194.5244774
48.32605362,50,194.5277729
48.33589935,50,194.6082853
48.34574127,50,194.6667204
48.35558701,50,194.9971831
48.36543274,50,195.0218056
48.37527466,50,195.3178395
48.38512039,50,195.5810789
48.39496613,50,195.5683791
48.40480804,50,NaN
48.41465378,50,195.7731968
48.42449951,50,195.6779617
48.43434143,50,195.6737285
48.44418716,50,196.3746553
48.4540329,50,196.4630449
48.46387482,50,196.2827292
48.47372055,50,196.1712175
48.48356628,50,196.1389857
48.4934082,50,196.0722716
48.50325394,50,197.0021431
48.51309586,50,197.1679103
48.52294159,50,197.2090105
48.53278732,50,197.1996866
48.54262924,50,197.1721167
48.55247498,50,197.1140299
48.56232071,50,196.9895237
48.57216263,50,196.8925605
48.58200836,50,NaN
48.5918541,50,197.4112694
48.60169601,50,197.4863965
48.61154175,50,197.9960628
48.62138748,50,NaN
48.6312294,50,198.2018719
48.64107513,50,198.2077663
48.65091705,50,198.1122767
48.66076279,50,197.9864844
48.67060852,50,197.7483767
48.68045044,50,198.5875545
48.69029617,50,198.6789716
48.70014191,50,198.6917115
48.70998383,50,NaN
48.71982956,50,NaN
48.72967529,50,198.9512804
48.73951721,50,199.3175783
48.74936295,50,199.3472648
48.75920868,50,199.3838638
48.7690506,50,199.5915617
48.77889633,50,199.6842648
48.78874207,50,199.5613126
48.79858398,50,199.8170768
48.80842972,50,200.3597921
48.81827164,50,200.4905411
48.82811737,50,NaN
48.8379631,50,NaN
48.84780502,50,200.643153
48.85765076,50,200.4504054
48.86749649,50,200.4840036
48.87733841,50,NaN
48.88718414,50,NaN
48.89702988,50,NaN
48.9068718,50,NaN
48.91671753,50,NaN
48.92656326,50,NaN
48.93640518,50,201.7472314
48.94625092,50,201.8886974
48.95609283,50,201.9470254
48.96593857,50,202.2969262
48.9757843,50,202.6410129
48.98562622,50,202.7306349
48.99547195,50,202.6846852
49.00531769,50,202.49739
49.01515961,50,202.6011452
49.02500534,50,202.8157289
49.03485107,50,202.8326352
49.04469299,50,202.9272942
49.05453873,50,203.2788829
49.06438446,50,203.5381436
49.07422638,50,203.6570769
49.08407211,50,203.5611051
49.09391403,50,203.5242113
49.10375977,50,203.8739112
49.1136055,50,204.0909196
49.12344742,50,204.4233917
49.13329315,50,204.802778
49.14313889,50,NaN
49.1529808,50,204.0747769
49.16282654,50,204.1176454
49.17267227,50,204.1347527
49.18251419,50,204.1165871
49.19235992,50,204.1218519
49.20220566,50,204.3478627
49.21204758,50,204.4605667
0,NaN,NaN
0.009844379,60,NaN
0.019688757,60,NaN
0.029533137,60,NaN
0.039377514,60,NaN
0.049221892,60,NaN
0.059066273,60,NaN
