Lateral(mm),Vertical(mm),Raw(µm)
25.77258301,10,NaN
25.78242683,10,NaN
25.79227257,10,NaN
25.80211639,10,NaN
25.81196022,10,NaN
25.82180405,10,NaN
25.83164978,10,NaN
25.84149361,10,NaN
25.85133743,10,NaN
25.86118317,10,NaN
25.87102699,10,NaN
25.88087082,10,NaN
25.89071655,10,NaN
25.90056038,10,NaN
25.91040421,10,NaN
25.92024803,10,NaN
25.93009377,10,NaN
25.93993759,10,NaN
25.94978142,10,NaN
25.95962715,10,NaN
25.96947098,10,NaN
25.9793148,10,NaN
25.98915863,10,NaN
25.99900436,10,NaN
26.00884819,10,NaN
26.01869202,10,NaN
26.02853775,10,NaN
26.03838158,10,NaN
26.0482254,10,NaN
26.05806923,10,NaN
26.06791496,10,NaN
26.07775879,10,NaN
26.08760262,10,NaN
26.09744835,10,NaN
26.10729218,10,NaN
26.117136,10,NaN
26.12697983,10,NaN
26.13682556,10,NaN
26.14666939,10,NaN
26.15651321,10,NaN
26.16635895,10,NaN
26.17620277,10,NaN
26.1860466,10,NaN
26.19589043,10,NaN
26.20573616,10,NaN
26.21557999,10,NaN
26.22542381,10,NaN
26.23526955,10,-92.16457038
26.24511337,10,-92.2390946
26.2549572,10,-92.39233612
26.26480293,10,-92.30579532
26.27464676,10,NaN
26.28449059,10,NaN
26.29433441,10,NaN
26.30418015,10,NaN
26.31402397,10,-90.68592841
26.3238678,10,NaN
26.33371353,10,-91.90216153
26.34355736,10,NaN
26.35340118,10,NaN
26.36324501,10,-91.25989753
26.37309074,10,-90.60568392
26.38293457,10,-90.90905899
26.3927784,10,NaN
26.40262413,10,NaN
26.41246796,10,NaN
26.42231178,10,NaN
26.43215561,10,NaN
26.44200134,10,NaN
26.45184517,10,NaN
26.461689,10,NaN
26.47153473,10,-89.74430826
26.48137856,10,NaN
26.49122238,10,NaN
26.50106621,10,-87.87242811
26.51091194,10,NaN
26.52075577,10,-89.24423373
26.53059959,10,-89.17404994
26.54044533,10,-89.07819864
26.55028915,10,NaN
26.56013298,10,NaN
26.56997681,10,NaN
26.57982254,10,NaN
26.58966637,10,NaN
26.59951019,10,NaN
26.60935593,10,NaN
26.61919975,10,NaN
26.62904358,10,NaN
26.63888931,10,NaN
26.64873314,10,NaN
26.65857697,10,NaN
26.66842079,10,NaN
26.67826653,10,NaN
26.68811035,10,NaN
26.69795418,10,NaN
26.70779991,10,NaN
26.71764374,10,-85.95793399
26.72748756,10,-85.51286511
26.73733139,10,-85.2454728
26.74717712,10,-85.6721752
26.75702095,10,-85.82725202
26.76686478,10,-85.88891569
26.77671051,10,NaN
26.78655434,10,NaN
26.79639816,10,NaN
26.80624199,10,-85.27619076
26.81608772,10,NaN
26.82593155,10,NaN
26.83577538,10,NaN
26.84562111,10,NaN
26.85546494,10,NaN
26.86530876,10,NaN
26.87515259,10,NaN
26.88499832,10,NaN
26.89484215,10,NaN
26.90468597,10,NaN
26.91453171,10,NaN
26.92437553,10,NaN
26.93421936,10,NaN
26.94406509,10,NaN
26.95390892,10,NaN
26.96375275,10,NaN
26.97359657,10,NaN
26.98344231,10,NaN
26.99328613,10,NaN
27.00312996,10,NaN
27.01297569,10,NaN
27.02281952,10,NaN
27.03266335,10,NaN
27.04250717,10,NaN
27.05235291,10,NaN
27.06219673,10,NaN
27.07204056,10,NaN
27.08188629,10,NaN
27.09173012,10,NaN
27.10157394,10,NaN
27.11141777,10,-81.50184647
27.1212635,10,NaN
27.13110733,10,NaN
27.14095116,10,NaN
27.15079689,10,NaN
27.16064072,10,NaN
27.17048454,10,NaN
27.18032837,10,NaN
27.1901741,10,NaN
27.20001793,10,NaN
27.20986176,10,-80.83344607
27.21970749,10,-80.95105314
27.22955132,10,-80.55888668
27.23939514,10,-80.21400954
27.24923897,10,-80.38457261
27.2590847,10,NaN
27.26892853,10,NaN
27.27877235,10,-80.19631288
27.28861809,10,NaN
27.29846191,10,NaN
27.30830574,10,NaN
27.31815147,10,NaN
27.3279953,10,-78.83507703
27.33783913,10,-78.857583
27.34768295,10,NaN
27.35752869,10,NaN
27.36737251,10,NaN
27.37721634,10,NaN
27.38706207,10,NaN
27.3969059,10,NaN
27.40674973,10,NaN
27.41659355,10,NaN
27.42643929,10,NaN
27.43628311,10,NaN
27.44612694,10,NaN
27.45597267,10,NaN
27.4658165,10,NaN
27.47566032,10,NaN
27.48550415,10,NaN
27.49534988,10,NaN
27.50519371,10,NaN
27.51503754,10,NaN
27.52488327,10,NaN
27.5347271,10,NaN
27.54457092,10,NaN
27.55441475,10,NaN
27.56426048,10,NaN
27.57410431,10,NaN
27.58394814,10,NaN
27.59379387,10,NaN
27.6036377,10,NaN
27.61348152,10,NaN
27.62332535,10,NaN
27.63317108,10,NaN
27.64301491,10,NaN
27.65285873,10,NaN
27.66270447,10,NaN
27.67254829,10,NaN
27.68239212,10,NaN
27.69223785,10,NaN
27.70208168,10,NaN
27.71192551,10,NaN
27.72176933,10,NaN
27.73161507,10,NaN
27.74145889,10,NaN
27.75130272,10,NaN
27.76114845,10,NaN
27.77099228,10,NaN
27.78083611,10,NaN
27.79067993,10,NaN
27.80052567,10,NaN
27.81036949,10,NaN
27.82021332,10,NaN
27.83005905,10,NaN
27.83990288,10,NaN
27.8497467,10,NaN
27.85959053,10,NaN
27.86943626,10,NaN
27.87928009,10,NaN
27.88912392,10,NaN
27.89896965,10,NaN
27.90881348,10,NaN
27.9186573,10,NaN
27.92850113,10,NaN
27.93834686,10,NaN
27.94819069,10,NaN
27.95803452,10,NaN
27.96788025,10,NaN
27.97772408,10,NaN
27.9875679,10,NaN
27.99741173,10,NaN
28.00725746,10,NaN
28.01710129,10,NaN
28.02694511,10,NaN
28.03679085,10,NaN
28.04663467,10,NaN
28.0564785,10,NaN
28.06632423,10,NaN
28.07616806,10,NaN
28.08601189,10,NaN
28.09585571,10,NaN
28.10570145,10,NaN
28.11554527,10,NaN
28.1253891,10,NaN
28.13523483,10,NaN
28.14507866,10,NaN
28.15492249,10,NaN
28.16476631,10,NaN
28.17461205,10,NaN
28.18445587,10,NaN
28.1942997,10,NaN
28.20414543,10,NaN
28.21398926,10,NaN
28.22383308,10,NaN
28.23367691,10,NaN
28.24352264,10,NaN
28.25336647,10,NaN
28.2632103,10,NaN
28.27305603,10,NaN
28.28289986,10,NaN
28.29274368,10,NaN
28.30258751,10,NaN
28.31243324,10,NaN
28.32227707,10,NaN
28.3321209,10,NaN
28.34196663,10,NaN
28.35181046,10,NaN
28.36165428,10,NaN
28.37149811,10,NaN
28.38134384,10,NaN
28.39118767,10,NaN
28.40103149,10,NaN
28.41087723,10,NaN
28.42072105,10,NaN
28.43056488,10,NaN
28.44041061,10,NaN
28.45025444,10,NaN
28.46009827,10,NaN
28.46994209,10,NaN
28.47978783,10,NaN
28.48963165,10,NaN
28.49947548,10,NaN
28.50932121,10,NaN
28.51916504,10,NaN
28.52900887,10,NaN
28.53885269,10,NaN
28.54869843,10,NaN
28.55854225,10,NaN
28.56838608,10,NaN
28.57823181,10,NaN
28.58807564,10,NaN
28.59791946,10,NaN
28.60776329,10,NaN
28.61760902,10,NaN
28.62745285,10,NaN
28.63729668,10,NaN
28.64714241,10,NaN
28.65698624,10,NaN
28.66683006,10,NaN
28.67667389,10,NaN
28.68651962,10,NaN
28.69636345,10,NaN
28.70620728,10,NaN
28.71605301,10,NaN
28.72589684,10,NaN
28.73574066,10,NaN
28.74558449,10,NaN
28.75543022,10,NaN
28.76527405,10,NaN
28.77511787,10,NaN
28.78496361,10,NaN
28.79480743,10,NaN
28.80465126,10,NaN
28.81449699,10,NaN
28.82434082,10,NaN
28.83418465,10,NaN
28.84402847,10,NaN
28.85387421,10,NaN
28.86371803,10,NaN
28.87356186,10,NaN
28.88340759,10,NaN
28.89325142,10,NaN
28.90309525,10,NaN
28.91293907,10,NaN
28.92278481,10,NaN
28.93262863,10,NaN
28.94247246,10,NaN
28.95231819,10,NaN
28.96216202,10,NaN
28.97200584,10,NaN
28.98184967,10,NaN
28.9916954,10,NaN
29.00153923,10,NaN
29.01138306,10,NaN
29.02122879,10,NaN
29.03107262,10,NaN
29.04091644,10,NaN
29.05076027,10,NaN
29.060606,10,NaN
29.07044983,10,NaN
29.08029366,10,NaN
29.09013939,10,NaN
29.09998322,10,NaN
29.10982704,10,NaN
29.11967087,10,NaN
29.1295166,10,NaN
29.13936043,10,NaN
29.14920425,10,NaN
29.15904999,10,NaN
29.16889381,10,NaN
29.17873764,10,NaN
29.18858337,10,NaN
29.1984272,10,NaN
29.20827103,10,NaN
29.21811485,10,NaN
29.22796059,10,NaN
29.23780441,10,NaN
29.24764824,10,NaN
29.25749397,10,NaN
29.2673378,10,NaN
29.27718163,10,NaN
29.28702545,10,NaN
29.29687119,10,NaN
29.30671501,10,NaN
29.31655884,10,NaN
29.32640457,10,NaN
29.3362484,10,NaN
29.34609222,10,NaN
29.35593605,10,NaN
29.36578178,10,NaN
29.37562561,10,NaN
29.38546944,10,NaN
29.39531517,10,NaN
29.405159,10,NaN
29.41500282,10,NaN
29.42484665,10,NaN
29.43469238,10,NaN
29.44453621,10,NaN
29.45438004,10,NaN
29.46422577,10,NaN
29.4740696,10,NaN
29.48391342,10,NaN
29.49375725,10,NaN
29.50360298,10,NaN
29.51344681,10,NaN
29.52329063,10,NaN
29.53313637,10,NaN
29.54298019,10,NaN
29.55282402,10,NaN
29.56266975,10,NaN
29.57251358,10,NaN
29.58235741,10,NaN
29.59220123,10,NaN
29.60204697,10,NaN
29.61189079,10,NaN
29.62173462,10,NaN
29.63158035,10,NaN
29.64142418,10,NaN
29.65126801,10,NaN
29.66111183,10,NaN
29.67095757,10,NaN
29.68080139,10,NaN
29.69064522,10,NaN
29.70049095,10,NaN
29.71033478,10,NaN
29.7201786,10,NaN
29.73002243,10,NaN
29.73986816,10,NaN
29.74971199,10,NaN
29.75955582,10,NaN
29.76940155,10,NaN
29.77924538,10,NaN
29.7890892,10,NaN
29.79893303,10,NaN
29.80877876,10,NaN
29.81862259,10,NaN
29.82846642,10,NaN
29.83831215,10,NaN
29.84815598,10,NaN
29.8579998,10,NaN
29.86784363,10,NaN
29.87768936,10,NaN
29.88753319,10,NaN
29.89737701,10,NaN
29.90722275,10,NaN
29.91706657,10,NaN
29.9269104,10,NaN
29.93675613,10,NaN
29.94659996,10,NaN
29.95644379,10,NaN
29.96628761,10,NaN
29.97613335,10,NaN
29.98597717,10,NaN
29.995821,10,NaN
30.00566673,10,NaN
30.01551056,10,NaN
30.02535439,10,NaN
30.03519821,10,NaN
30.04504395,10,NaN
30.05488777,10,NaN
30.0647316,10,NaN
30.07457733,10,NaN
30.08442116,10,NaN
30.09426498,10,NaN
30.10410881,10,NaN
30.11395454,10,NaN
30.12379837,10,NaN
30.1336422,10,NaN
30.14348793,10,NaN
30.15333176,10,NaN
30.16317558,10,NaN
30.17301941,10,NaN
30.18286514,10,NaN
30.19270897,10,NaN
30.2025528,10,NaN
30.21239853,10,NaN
30.22224236,10,NaN
30.23208618,10,NaN
30.24193192,10,NaN
30.25177574,10,NaN
30.26161957,10,NaN
30.27146339,10,NaN
30.28130913,10,NaN
30.29115295,10,NaN
30.30099678,10,NaN
30.31084251,10,NaN
30.32068634,10,NaN
30.33053017,10,NaN
30.34037399,10,NaN
30.35021973,10,NaN
30.36006355,10,NaN
30.36990738,10,NaN
30.37975311,10,NaN
30.38959694,10,NaN
30.39944077,10,NaN
30.40928459,10,NaN
30.41913033,10,NaN
30.42897415,10,NaN
30.43881798,10,NaN
30.44866371,10,NaN
30.45850754,10,NaN
30.46835136,10,NaN
30.47819519,10,NaN
30.48804092,10,NaN
30.49788475,10,NaN
30.50772858,10,NaN
30.51757431,10,NaN
30.52741814,10,NaN
30.53726196,10,NaN
30.54710579,10,NaN
30.55695152,10,NaN
30.56679535,10,NaN
30.57663918,10,NaN
30.58648491,10,NaN
30.59632874,10,NaN
30.60617256,10,NaN
30.6160183,10,NaN
30.62586212,10,NaN
30.63570595,10,NaN
30.64554977,10,NaN
30.65539551,10,NaN
30.66523933,10,NaN
30.67508316,10,NaN
30.68492889,10,NaN
30.69477272,10,NaN
30.70461655,10,NaN
30.71446037,10,NaN
30.72430611,10,NaN
30.73414993,10,NaN
30.74399376,10,NaN
30.75383949,10,NaN
30.76368332,10,NaN
30.77352715,10,NaN
30.78337097,10,NaN
30.79321671,10,NaN
30.80306053,10,NaN
30.81290436,10,NaN
30.82275009,10,NaN
30.83259392,10,NaN
30.84243774,10,NaN
30.85228157,10,NaN
30.8621273,10,NaN
30.87197113,10,NaN
30.88181496,10,NaN
30.89166069,10,NaN
30.90150452,10,NaN
30.91134834,10,NaN
30.92119217,10,NaN
30.9310379,10,NaN
30.94088173,10,NaN
30.95072556,10,NaN
30.96057129,10,NaN
30.97041512,10,NaN
30.98025894,10,NaN
30.99010468,10,NaN
30.9999485,10,NaN
31.00979233,10,NaN
31.01963615,10,NaN
31.02948189,10,NaN
31.03932571,10,NaN
31.04916954,10,NaN
31.05901527,10,NaN
31.0688591,10,NaN
31.07870293,10,NaN
31.08854675,10,NaN
31.09839249,10,NaN
31.10823631,10,NaN
31.11808014,10,NaN
31.12792587,10,NaN
31.1377697,10,NaN
31.14761353,10,NaN
31.15745735,10,NaN
31.16730309,10,NaN
31.17714691,10,NaN
31.18699074,10,NaN
31.19683647,10,NaN
31.2066803,10,NaN
31.21652412,10,NaN
31.22636795,10,NaN
31.23621368,10,NaN
31.24605751,10,NaN
31.25590134,10,NaN
31.26574707,10,NaN
31.2755909,10,NaN
31.28543472,10,NaN
31.29527855,10,NaN
31.30512428,10,NaN
31.31496811,10,NaN
31.32481194,10,NaN
31.33465767,10,NaN
31.3445015,10,NaN
31.35434532,10,NaN
31.36419106,10,NaN
31.37403488,10,NaN
31.38387871,10,NaN
31.39372253,10,NaN
31.40356827,10,NaN
31.41341209,10,NaN
31.42325592,10,NaN
31.43310165,10,NaN
31.44294548,10,NaN
31.45278931,10,NaN
31.46263313,10,NaN
31.47247887,10,NaN
31.48232269,10,NaN
31.49216652,10,NaN
31.50201225,10,NaN
31.51185608,10,NaN
31.52169991,10,NaN
31.53154373,10,NaN
31.54138947,10,NaN
31.55123329,10,NaN
31.56107712,10,NaN
31.57092285,10,NaN
31.58076668,10,NaN
31.5906105,10,NaN
31.60045433,10,NaN
31.61030006,10,NaN
31.62014389,10,NaN
31.62998772,10,NaN
31.63983345,10,NaN
31.64967728,10,NaN
31.6595211,10,NaN
31.66936493,10,NaN
31.67921066,10,NaN
31.68905449,10,NaN
31.69889832,10,NaN
31.70874405,10,NaN
31.71858788,10,NaN
31.7284317,10,NaN
31.73827744,10,NaN
31.74812126,10,NaN
31.75796509,10,NaN
31.76780891,10,NaN
31.77765465,10,NaN
31.78749847,10,NaN
31.7973423,10,NaN
31.80718803,10,NaN
31.81703186,10,NaN
31.82687569,10,NaN
31.83671951,10,NaN
31.84656525,10,NaN
31.85640907,10,NaN
31.8662529,10,NaN
31.87609863,10,NaN
31.88594246,10,NaN
31.89578629,10,NaN
31.90563011,10,NaN
31.91547585,10,NaN
31.92531967,10,NaN
31.9351635,10,NaN
31.94500923,10,NaN
31.95485306,10,NaN
31.96469688,10,NaN
31.97454071,10,NaN
31.98438644,10,NaN
31.99423027,10,NaN
32.0040741,10,NaN
32.01391983,10,NaN
32.02376175,10,NaN
32.03360748,10,NaN
32.04345322,10,NaN
32.05329514,10,NaN
32.06314087,10,NaN
32.0729866,10,NaN
32.08282852,10,NaN
32.09267426,10,NaN
32.10251999,10,NaN
32.11236191,10,NaN
32.12220764,10,NaN
32.13205338,10,NaN
32.14189529,10,NaN
32.15174103,10,NaN
32.16158295,10,NaN
32.17142868,10,NaN
32.18127441,10,NaN
32.19111633,10,NaN
32.20096207,10,NaN
32.2108078,10,NaN
32.22064972,10,NaN
32.23049545,10,NaN
32.24034119,10,NaN
32.25018311,10,NaN
32.26002884,10,NaN
32.26987457,10,NaN
32.27971649,10,NaN
32.28956223,10,NaN
32.29940796,10,NaN
32.30924988,10,NaN
32.31909561,10,NaN
32.32893753,10,NaN
32.33878326,10,NaN
32.348629,10,NaN
32.35847092,10,NaN
32.36831665,10,NaN
32.37816238,10,NaN
32.3880043,10,NaN
32.39785004,10,NaN
32.40769577,10,NaN
32.41753769,10,NaN
32.42738342,10,NaN
32.43722916,10,NaN
32.44707108,10,NaN
32.45691681,10,NaN
32.46675873,10,NaN
32.47660446,10,-30.49458607
32.4864502,10,-30.59233296
32.49629211,10,-30.57809928
32.50613785,10,-30.45990947
32.51598358,10,-30.37494944
32.5258255,10,-30.41766389
32.53567123,10,-30.3542252
32.54551697,10,-30.27083256
32.55535889,10,-30.4444902
32.56520462,10,-30.49774092
32.57505035,10,-30.48344026
32.58489227,10,-30.33630081
32.59473801,10,-30.29956785
32.60457993,10,-30.44479162
32.61442566,10,-30.63013763
32.62427139,10,-29.5246928
32.63411331,10,NaN
32.64395905,10,NaN
32.65380478,10,-29.00246061
32.6636467,10,-29.29458939
32.67349243,10,-29.12888252
32.68333817,10,-28.23341299
32.69318008,10,-29.63647243
32.70302582,10,-29.51712383
32.71287155,10,-29.2911867
32.72271347,10,-29.13665243
32.7325592,10,-28.76223621
32.74240494,10,-28.86939409
32.75224686,10,-29.33366002
32.76209259,10,-29.41506999
32.77193451,10,NaN
32.78178024,10,NaN
32.79162598,10,NaN
32.8014679,10,NaN
32.81131363,10,-28.12705221
32.82115936,10,-27.82716021
32.83100128,10,NaN
32.84084702,10,NaN
32.85069275,10,-27.63229605
32.86053467,10,NaN
32.8703804,10,NaN
32.88022614,10,NaN
32.89006805,10,NaN
32.89991379,10,NaN
32.90975571,10,NaN
32.91960144,10,-26.68180748
32.92944717,10,NaN
32.93928909,10,NaN
32.94913483,10,NaN
32.95898056,10,-25.90677167
32.96882248,10,-26.11720245
32.97866821,10,-25.67000355
32.98851395,10,-25.73649662
32.99835587,10,-25.62109996
33.0082016,10,-25.58889499
33.01804733,10,-25.26201593
33.02788925,10,-25.25849267
33.03773499,10,NaN
33.04758072,10,NaN
33.05742264,10,NaN
33.06726837,10,NaN
33.07711029,10,NaN
33.08695602,10,NaN
33.09680176,10,NaN
33.10664368,10,NaN
33.11648941,10,NaN
33.12633514,10,NaN
33.13617706,10,NaN
33.1460228,10,NaN
33.15586853,10,-23.23215863
33.16571045,10,-23.25266854
33.17555618,10,-23.39797938
33.18540192,10,-23.00762143
33.19524384,10,-23.24603061
33.20508957,10,-23.80143231
33.21493149,10,NaN
33.22477722,10,NaN
33.23462296,10,-22.63306455
33.24446487,10,-22.30777296
33.25431061,10,-22.31183207
33.26415634,10,-22.0804761
33.27399826,10,-21.53173242
33.28384399,10,-21.78928507
33.29368973,10,NaN
33.30353165,10,NaN
33.31337738,10,-20.96580115
33.32322311,10,-21.41685822
33.33306503,10,-21.2651171
33.34291077,10,-21.02873078
33.35275269,10,NaN
33.36259842,10,-20.70013027
33.37244415,10,-20.81990086
33.38228607,10,NaN
33.39213181,10,-20.41685652
33.40197754,10,-20.49644458
33.41181946,10,-20.4452837
33.42166519,10,-20.45605441
33.43151093,10,-20.33176253
33.44135284,10,-20.4131859
33.45119858,10,NaN
33.46104431,10,NaN
33.47088623,10,-20.30000635
33.48073196,10,-20.10983093
33.4905777,10,NaN
33.50041962,10,NaN
33.51026535,10,NaN
33.52010727,10,NaN
33.529953,10,-18.95507392
33.53979874,10,-19.04331607
33.54964066,10,NaN
33.55948639,10,NaN
33.56933212,10,NaN
33.57917404,10,NaN
33.58901978,10,NaN
33.59886551,10,NaN
33.60870743,10,-17.90846612
33.61855316,10,-18.20412486
33.6283989,10,NaN
33.63824081,10,-17.70877256
33.64808655,10,-17.71816344
33.65792847,10,NaN
33.6677742,10,NaN
33.67761993,10,-17.41094361
33.68746185,10,-17.56845858
33.69730759,10,-17.61892955
33.70715332,10,-16.85309707
33.71699524,10,-17.17762506
33.72684097,10,-17.35686901
33.73668671,10,-17.42860007
33.74652863,10,-17.55076862
33.75637436,10,-17.77405996
33.76622009,10,NaN
33.77606201,10,NaN
33.78590775,10,NaN
33.79575348,10,-16.43118388
33.8055954,10,-16.44279857
33.81544113,10,-16.43198097
33.82528305,10,-17.43226399
33.83512878,10,-17.05092853
33.84497452,10,-16.70512704
33.85481644,10,NaN
33.86466217,10,NaN
33.8745079,10,NaN
33.88434982,10,-15.35589437
33.89419556,10,-15.2658772
33.90404129,10,NaN
33.91388321,10,NaN
33.92372894,10,-15.82729389
33.93357468,10,-15.83829904
33.9434166,10,-15.91717709
33.95326233,10,-16.08144385
33.96310425,10,NaN
33.97294998,10,NaN
33.98279572,10,NaN
33.99263763,10,NaN
34.00248337,10,-15.43252182
34.0123291,10,-15.31263067
34.02217102,10,-15.51462841
34.03201675,10,-15.42058562
34.04186249,10,-15.28784061
34.05170441,10,-14.60215885
34.06155014,10,-15.04156774
34.07139587,10,-15.02304721
34.08123779,10,NaN
34.09108353,10,NaN
34.10092926,10,-14.88419343
34.11077118,10,-14.37175402
34.12061691,10,-14.74757016
34.13045883,10,-14.48859749
34.14030457,10,NaN
34.1501503,10,NaN
34.15999222,10,NaN
34.16983795,10,NaN
34.17968369,10,-13.60576078
34.1895256,10,-13.45587507
34.19937134,10,-13.01745751
34.20921707,10,-12.89409668
34.21905899,10,-12.79490967
34.22890472,10,-12.15504362
34.23875046,10,-12.3800229
34.24859238,10,-12.46744117
34.25843811,10,-12.32452158
34.26828003,10,-12.35294206
34.27812576,10,-12.44293244
34.2879715,10,-12.37655323
34.29781342,10,-12.26877243
34.30765915,10,-12.14054871
34.31750488,10,NaN
34.3273468,10,NaN
34.33719254,10,-11.3695854
34.34703827,10,-11.34523743
34.35688019,10,-11.38275407
34.36672592,10,-11.82490253
34.37657166,10,-11.36823237
34.38641357,10,-10.46671436
34.39625931,10,-10.61818755
34.40610123,10,-10.57160154
34.41594696,10,-10.91856182
34.42579269,10,-11.18537139
34.43563461,10,-10.97046621
34.44548035,10,-10.72965907
34.45532608,10,-10.2069848
34.465168,10,-10.16992363
34.47501373,10,-10.26793176
34.48485947,10,-10.69646277
34.49470139,10,NaN
34.50454712,10,NaN
34.51439285,10,-9.984021673
34.52423477,10,-9.485896321
34.53408051,10,-9.613209089
34.54392624,10,NaN
34.55376816,10,-8.632585295
34.56361389,10,-8.460809848
34.57345581,10,-9.030686364
34.58330154,10,-8.65539268
34.59314728,10,-8.121994585
34.6029892,10,-8.133100207
34.61283493,10,-8.005566399
34.62268066,10,-8.79977917
34.63252258,10,-9.067941775
34.64236832,10,-9.294434852
34.65221405,10,-8.157535256
34.66205597,10,-8.487750025
34.6719017,10,-8.700404612
34.68174744,10,-8.181025858
34.69158936,10,-8.030055034
34.70143509,10,-8.394236396
34.71127701,10,-8.749890945
34.72112274,10,-8.217973153
34.73096848,10,-7.512330736
34.74081039,10,-7.532030155
34.75065613,10,-7.550550689
34.76050186,10,-7.477205353
34.77034378,10,-7.021807846
34.78018951,10,-7.026637251
34.79003525,10,-7.07658576
34.79987717,10,NaN
34.8097229,10,-6.080515907
34.81956863,10,-6.172308098
34.82941055,10,-6.212202602
34.83925629,10,-6.155549191
34.84910202,10,-6.234246392
34.85894394,10,-6.365189586
34.86878967,10,-6.330814402
34.87863159,10,-6.304430176
34.88847733,10,-6.451127546
34.89832306,10,-6.133713045
34.90816498,10,-5.423268016
34.91801071,10,-5.710507107
34.92785645,10,-5.947101076
34.93769836,10,-6.15834904
34.9475441,10,-6.135193348
34.95738983,10,NaN
34.96723175,10,NaN
34.97707748,10,NaN
34.98692322,10,NaN
34.99676514,10,NaN
35.00661087,10,NaN
35.01645279,10,NaN
35.02629852,10,NaN
35.03614426,10,NaN
35.04598618,10,NaN
35.05583191,10,NaN
35.06567764,10,NaN
35.07551956,10,NaN
35.0853653,10,NaN
35.09521103,10,NaN
35.10505295,10,NaN
35.11489868,10,NaN
35.12474442,10,NaN
35.13458633,10,NaN
35.14443207,10,NaN
35.15427399,10,NaN
35.16411972,10,NaN
35.17396545,10,NaN
35.18380737,10,NaN
35.19365311,10,NaN
35.20349884,10,NaN
35.21334076,10,NaN
35.22318649,10,NaN
35.23303223,10,-8.618358309
35.24287415,10,-8.624225936
35.25271988,10,NaN
35.26256561,10,NaN
35.27240753,10,NaN
35.28225327,10,11.44126958
35.292099,10,10.77885738
35.30194092,10,11.53879544
35.31178665,10,11.22683327
35.32162857,10,NaN
35.3314743,10,NaN
35.34132004,10,NaN
35.35116196,10,NaN
35.36100769,10,NaN
35.37085342,10,NaN
35.38069534,10,NaN
35.39054108,10,NaN
35.40038681,10,NaN
35.41022873,10,12.73514829
35.42007446,10,NaN
35.4299202,10,NaN
35.43976212,10,NaN
35.44960785,10,NaN
35.45944977,10,NaN
35.4692955,10,NaN
35.47914124,10,NaN
35.48898315,10,NaN
35.49882889,10,NaN
35.50867462,10,NaN
35.51851654,10,NaN
35.52836227,10,NaN
35.53820801,10,NaN
35.54804993,10,NaN
35.55789566,10,NaN
35.56774139,10,NaN
35.57758331,10,NaN
35.58742905,10,NaN
35.59727478,10,16.61966465
35.6071167,10,NaN
35.61696243,10,16.66527942
35.62680435,10,NaN
35.63665009,10,17.3516712
35.64649582,10,NaN
35.65633774,10,NaN
35.66618347,10,17.26746138
35.67602921,10,NaN
35.68587112,10,17.447911
35.69571686,10,NaN
35.70556259,10,NaN
35.71540451,10,18.61832841
35.72525024,10,18.74722865
35.73509598,10,NaN
35.7449379,10,18.65882575
35.75478363,10,18.74090554
35.76462555,10,NaN
35.77447128,10,18.89322271
35.78431702,10,18.98816305
35.79415894,10,19.40566212
35.80400467,10,19.40476456
35.8138504,10,19.2927304
35.82369232,10,19.28867129
35.83353806,10,19.35217026
35.84338379,10,19.50080341
35.85322571,10,NaN
35.86307144,10,NaN
35.87291718,10,NaN
35.88275909,10,NaN
35.89260483,10,NaN
35.90244675,10,NaN
35.91229248,10,NaN
35.92213821,10,NaN
35.93198013,10,NaN
35.94182587,10,NaN
35.9516716,10,NaN
35.96151352,10,NaN
35.97135925,10,NaN
35.98120499,10,NaN
35.99104691,10,NaN
36.00089264,10,NaN
36.01073837,10,NaN
36.02058029,10,NaN
36.03042603,10,NaN
36.04027176,10,NaN
36.05011368,10,NaN
36.05995941,10,NaN
36.06980133,10,NaN
36.07964706,10,NaN
36.0894928,10,NaN
36.09933472,10,NaN
36.10918045,10,NaN
36.11902618,10,NaN
36.1288681,10,NaN
36.13871384,10,NaN
36.14855957,10,NaN
36.15840149,10,NaN
36.16824722,10,NaN
36.17809296,10,NaN
36.18793488,10,NaN
36.19778061,10,NaN
36.20762253,10,NaN
36.21746826,10,NaN
36.227314,10,NaN
36.23715591,10,NaN
36.24700165,10,NaN
36.25684738,10,NaN
36.2666893,10,NaN
36.27653503,10,NaN
36.28638077,10,NaN
36.29622269,10,NaN
36.30606842,10,NaN
36.31591415,10,NaN
36.32575607,10,NaN
36.33560181,10,NaN
36.34544754,10,NaN
36.35528946,10,NaN
36.36513519,10,NaN
36.37497711,10,NaN
36.38482285,10,NaN
36.39466858,10,NaN
36.4045105,10,NaN
36.41435623,10,NaN
36.42420197,10,NaN
36.43404388,10,NaN
36.44388962,10,NaN
36.45373535,10,NaN
36.46357727,10,NaN
36.473423,10,NaN
36.48326874,10,NaN
36.49311066,10,NaN
36.50295639,10,NaN
36.51279831,10,NaN
36.52264404,10,NaN
36.53248978,10,NaN
36.5423317,10,NaN
36.55217743,10,NaN
36.56202316,10,NaN
36.57186508,10,NaN
36.58171082,10,NaN
36.59155655,10,NaN
36.60139847,10,NaN
36.6112442,10,NaN
36.62108994,10,NaN
36.63093185,10,NaN
36.64077759,10,NaN
36.65061951,10,NaN
36.66046524,10,NaN
36.67031097,10,NaN
36.68015289,10,NaN
